I_normalized,V_normalized_flux_8Phi0,V_normalized_flux_8p1Phi0,V_normalized_flux_8p2Phi0,V_normalized_flux_8p3Phi0,V_normalized_flux_8p4Phi0,V_normalized_flux_8p5Phi0,V_normalized_flux_8p6Phi0,V_normalized_flux_8p7Phi0,V_normalized_flux_8p8Phi0,V_normalized_flux_8p9Phi0,V_normalized_flux_9Phi0,V_normalized_flux_9p1Phi0,V_normalized_flux_9p2Phi0,V_normalized_flux_9p3Phi0,V_normalized_flux_9p4Phi0,V_normalized_flux_9p5Phi0,V_normalized_flux_9p6Phi0,V_normalized_flux_9p7Phi0,V_normalized_flux_9p8Phi0,V_normalized_flux_9p9Phi0,V_normalized_flux_10Phi0
9.500000000000000666e-01,4.552765334410187517e-12,1.899991946370700191e+01,1.899979895997478607e+01,1.899862991810915958e+01,1.869551047588582193e+01,1.898991292101012363e+01,1.869626374327753382e+01,1.899870083110286956e+01,1.899977938689046297e+01,1.899988557968085701e+01,4.957827886384130205e-12,1.899990232820395519e+01,1.899973472188705159e+01,1.899862701191483083e+01,1.869800852266889990e+01,1.898989333304229987e+01,1.869724226640667197e+01,1.899855795958876570e+01,1.899975186229181290e+01,1.899987901598807127e+01,2.859972761763835063e-12
9.599999999999999645e-01,-2.107685945123704821e-12,1.919989556766086736e+01,1.919975326325758047e+01,1.919883833246216653e+01,1.883601273699337497e+01,1.918531435181253286e+01,1.883857790074369376e+01,1.919878425873732652e+01,1.919975240707760378e+01,1.919992836895050203e+01,-3.596064805047638529e-12,1.919989581659556421e+01,1.919981820319683052e+01,1.919886971944973197e+01,1.884019309839981560e+01,1.918523576297700117e+01,1.883762399712357194e+01,1.919892224010673942e+01,1.919981865539237376e+01,1.919991986109468485e+01,5.856926802567720018e-13
9.699999999999999734e-01,-3.268970600588811128e-12,1.939988893340455789e+01,1.939974511276247782e+01,1.939885438758109260e+01,1.885566719322479301e+01,1.937606390985941118e+01,1.885922689617567727e+01,1.939897817587815254e+01,1.939975125309152659e+01,1.939994318483037006e+01,-3.520983289416258085e-12,1.939989245427533859e+01,1.939984516530817515e+01,1.939906472897660805e+01,1.886121360441990547e+01,1.937589135071239355e+01,1.885764085258761824e+01,1.939894028372923174e+01,1.939983910086498042e+01,1.939993020248361333e+01,-2.797525234725124663e-12
9.799999999999999822e-01,-2.088735022020112337e-12,1.959991115112456583e+01,1.959976295280541692e+01,1.959874549386693943e+01,1.886968417197461889e+01,1.954838039868803889e+01,1.887037162957619074e+01,1.959880622294149077e+01,1.959975704482563685e+01,1.959990398589416927e+01,-2.712299468956087082e-12,1.959990600921269532e+01,1.959976934659317394e+01,1.959886785670336451e+01,1.887045910286556705e+01,1.954883000058346099e+01,1.886975863210754056e+01,1.959880856518870473e+01,1.959977400018177462e+01,1.959990046640131567e+01,-3.121385436722892373e-13
9.899999999999999911e-01,8.935019915609764893e-13,1.979992482804331999e+01,1.979983703804001394e+01,1.979907552347260591e+01,1.887749391498925178e+01,1.968476915049551224e+01,1.887613943288419094e+01,1.979902226914280661e+01,1.979985151225032070e+01,1.979993283690745898e+01,1.040639978095045787e-12,1.979994258949929531e+01,1.979977248889897012e+01,1.979913286085796642e+01,1.887854147520883785e+01,1.968470691250340465e+01,1.887991409881628968e+01,1.979918629330484592e+01,1.979976023100976334e+01,1.979994750409121806e+01,4.874867052771617802e-13
1.000000000000000000e+00,1.999995888702753533e+01,1.999993121341832136e+01,1.999984817642391732e+01,1.999941626088939728e+01,1.888194537153983532e+01,1.978445276639549988e+01,1.888250671930188318e+01,1.999941722081162965e+01,1.999984953208401706e+01,1.999993584229046206e+01,1.999995909538720440e+01,1.999993218724936028e+01,1.999985156996327618e+01,1.999941656656173805e+01,1.888609013167723560e+01,1.978404911722729764e+01,1.888553837090849186e+01,1.999941560798582785e+01,1.999985035904879638e+01,1.999993541828037991e+01,1.999995867129976190e+01
1.010000000000000009e+00,2.019995635820307456e+01,2.019998333103387012e+01,2.019988432437942905e+01,2.019956053120652228e+01,1.888845957652723229e+01,1.984773354795749611e+01,1.888889585387995496e+01,2.019957488427304781e+01,2.019986044158639871e+01,2.019992612245067676e+01,2.019995652058879188e+01,2.019996769413485893e+01,2.019986125824207690e+01,2.019946205664576055e+01,1.888919918962605138e+01,1.984729677729075803e+01,1.888876089628154276e+01,2.019944763475398020e+01,2.019988266226647866e+01,2.019992874949787875e+01,2.019995618613027233e+01
1.020000000000000018e+00,2.039997306534354138e+01,2.039995258129632916e+01,2.039986400872530936e+01,2.039956717672885844e+01,1.889108441579381292e+01,1.987077909998006220e+01,1.889166067041222874e+01,2.039953591246507258e+01,2.039986639336864727e+01,2.039996346709369490e+01,2.039997326417419998e+01,2.039994932429911501e+01,2.039989934022016627e+01,2.039955470945200844e+01,1.889463523174146431e+01,1.987037535350851769e+01,1.889407597971084840e+01,2.039958726345177809e+01,2.039989686150356007e+01,2.039995758176589646e+01,2.039997330906773243e+01
1.030000000000000027e+00,2.059998644746870866e+01,2.059994319609877067e+01,2.059985201421270773e+01,2.059957313877560026e+01,1.889160683419952846e+01,1.989218820649865904e+01,1.889463883923571430e+01,2.059955514722966541e+01,2.059986393734991594e+01,2.059997502491023269e+01,2.059998656461076649e+01,2.059993874282062265e+01,2.059992574529380605e+01,2.059963361672272342e+01,1.890117602686157738e+01,1.989252037342973267e+01,1.889816740348802782e+01,2.059965070791320230e+01,2.059991602860821303e+01,2.059996237311632328e+01,2.059998659311844804e+01
1.040000000000000036e+00,2.079997389533205521e+01,2.079997437445581099e+01,2.079987970461133884e+01,2.079965530675331209e+01,1.889574791823250521e+01,1.991081998530962949e+01,1.889671042668473433e+01,2.079959774481326562e+01,2.079987226673524603e+01,2.079995295961849422e+01,2.079997419322716468e+01,2.079996245854152193e+01,2.079991393629870089e+01,2.079961921403457481e+01,1.890343622206207641e+01,1.990995207211846107e+01,1.890250469196761784e+01,2.079968267438353990e+01,2.079992348468882923e+01,2.079995019839599735e+01,2.079997442806895691e+01
1.050000000000000044e+00,2.099996270929018038e+01,2.099996740252797522e+01,2.099992763471892232e+01,2.099967379124688094e+01,1.890840227873199808e+01,1.991995897598649634e+01,1.890519054678182087e+01,2.099970446682472058e+01,2.099993472359314950e+01,2.099998426731746548e+01,2.099996272340400694e+01,2.099997988046282416e+01,2.099988213684808613e+01,2.099965370622242844e+01,1.889689644652375478e+01,1.991994684693865025e+01,1.890008415496070882e+01,2.099963310201871280e+01,2.099987987448017890e+01,2.099999112703903492e+01,2.099996254376703320e+01
1.060000000000000053e+00,2.119996087437369070e+01,2.119999895983883320e+01,2.119992025263788449e+01,2.119973023831428804e+01,1.890412595163968135e+01,1.992693472778453057e+01,1.890396766162789177e+01,2.119964439179249283e+01,2.119990151267235490e+01,2.119995442556278320e+01,2.119996095775382372e+01,2.119999321470182352e+01,2.119990265043022504e+01,2.119966219597500157e+01,1.890721579311382428e+01,1.992672145427711783e+01,1.890742661902082133e+01,2.119974604018445774e+01,2.119991967747580119e+01,2.119996342264024847e+01,2.119996071255904013e+01
1.070000000000000062e+00,2.139997257125306618e+01,2.139998906788240163e+01,2.139991533164422322e+01,2.139972187613388144e+01,1.890799007624204719e+01,1.993273787538259612e+01,1.890871090926717457e+01,2.139969794779289458e+01,2.139990765351178226e+01,2.139996914750095414e+01,2.139997212898557777e+01,2.139998473928123346e+01,2.139991786229239068e+01,2.139971811483273001e+01,1.891056046729937989e+01,1.993216553017023784e+01,1.890982514578612594e+01,2.139974318090518324e+01,2.139992522082345516e+01,2.139997157459358945e+01,2.139997210791442228e+01
1.080000000000000071e+00,2.159995597193967853e+01,2.159999846344085839e+01,2.159995626663443602e+01,2.159978942519293099e+01,2.159905643994434143e+01,1.993750150833359669e+01,2.159903340191091559e+01,2.159969241983622368e+01,2.159994279483755264e+01,2.159998250784355989e+01,2.159995702055688938e+01,2.160000774321897765e+01,2.159988912559794727e+01,2.159969414460837456e+01,2.159897207505967387e+01,1.993751832762815823e+01,2.159899553232525804e+01,2.159979088481020781e+01,2.159990165156745690e+01,2.159999555118068315e+01,2.159995630329785499e+01
1.090000000000000080e+00,2.179998418739192800e+01,2.179998484897191346e+01,2.179992556812577220e+01,2.179975872361857014e+01,2.179916483511614800e+01,1.994307493544530629e+01,2.179913465233596170e+01,2.179976698964252435e+01,2.179992722136953986e+01,2.179998685685530546e+01,2.179998424734053586e+01,2.179998438471464794e+01,2.179993072948791877e+01,2.179976341785740956e+01,2.179913640535780672e+01,1.994157996290600821e+01,2.179916689606571722e+01,2.179975533496882534e+01,2.179992917830498556e+01,2.179998594934865608e+01,2.179998461486134431e+01
1.100000000000000089e+00,2.199998682345085399e+01,2.199998141205531610e+01,2.199996735112096857e+01,2.199983085384998560e+01,2.199920130342074387e+01,1.994757515461628117e+01,2.199934015985650504e+01,2.199974006152975292e+01,2.199996912027920359e+01,2.200001146175607403e+01,2.199998593401098290e+01,2.199999803675141052e+01,2.199989946123905327e+01,2.199972615424926303e+01,2.199932125453781850e+01,1.994623434465805545e+01,2.199918163074352151e+01,2.199981671125982530e+01,2.199989784399194548e+01,2.200001586759853822e+01,2.199998585450605404e+01
